ID,FirstName,LastName,Country,DateJoined,Gender,Birthday,Newsletter
579,Zhixi0.969797061462278,Goh0.375737577987716,GER - Germany,2016-09-05,,1993-06-18,N
580,Umes0.763093142149331,Rajar0.305594543104158,GER - Germany,2016-09-05,M,1965-10-23,N
581,Rog0.923142616899808,Burn0.61055129279482,GER - Germany,2015-05-25,M,1985-04-11,Y
582,Sha0.253214789197845,A0.675472525815267,GER - Germany,2016-09-05,,1990-06-18,N
583,Ru0.0829013535695738,Wan0.56465077132815,GER - Germany,2016-09-05,M,1992-07-26,N
584,Wee H0.975262134720765,Lim0.185633050851678,GER - Germany,2016-09-05,M,1999-03-04,N
585,Sow 0.293894155704042,Tan0.662463855720801,GER - Germany,2016-09-05,M,1984-12-12,Y
586,Siau0.714572783618956,Kan0.38486892301771,GER - Germany,2016-09-05,F,2004-01-23,N
587,Sam0.472911062541692,Ng0.753960335680345,GER - Germany,2016-09-05,F,2007-05-11,Y
588,Rajes0.108510537853061,K0.12910049407163,GER - Germany,2016-09-05,F,1972-03-19,Y
589,sa0.850976611908931,G0.184828373891338,GER - Germany,2015-05-25,,1998-03-01,Y
590,R0.281141239668138,K0.225983762907879,GER - Germany,2016-09-05,,1998-08-14,N
591,Thil0.259365316131019,x0.868064831622167,GER - Germany,2016-09-05,,1985-10-13,Y
592,Sanka0.950106504668555,S0.717754412126018,GER - Germany,2016-09-05,F,1989-07-01,Y
593,Yan0.101931673023518,S0.756980561256767,GER - Germany,2016-09-05,F,2006-12-25,N
594,S0.388701355058947,Chia0.705892470611562,GER - Germany,2016-09-05,F,1990-02-25,N
595,Pur0.376002656268972,Nug0.741384108635355,UK - United Kingdom,2015-05-25,M,2002-12-10,Y
596,Sur0.256251387338921,x0.868064831622167,GER - Germany,2016-09-05,,1988-10-19,Y
597,T0.824716334489485,L0.104646531512644,GER - Germany,2016-09-05,,1975-09-28,N
598,Ro0.125394122544836,Me0.255324466866144,IT - Italy,2015-03-18,,1976-03-19,Y
599,z0.29271897406544,ham0.830725608980352,FR - France,2015-05-25,,1990-12-05,N
600,Si0.921371208731847,Fong0.450392761295852,GER - Germany,2015-05-25,F,2008-11-26,N
601,Ra0.196610708461015,Rui0.796637749733618,IT - Italy,2015-05-25,,2004-02-17,N
602,Sujiy0.263483242252165,John0.0501746913148375,UK - United Kingdom,2015-05-25,M,1978-02-28,N
603,Tom0.563614288093019,U0.617676669633075,UK - United Kingdom,2015-05-25,,2010-04-28,N
604,Virja0.281406058565602,DG0.0829636714301425,UK - United Kingdom,2015-05-25,M,2010-06-02,N
605,Willy0.92042611840818,Broa0.100533228827288,IT - Italy,2015-05-25,M,1978-05-24,Y
606,Ram0.653308530677119,Tuano0.787960924616975,IT - Italy,2015-05-25,F,1973-03-01,Y
607,Rica0.952042548573227,Agu0.778106163907963,IT - Italy,2015-05-25,F,1984-08-12,Y
608,Ro0.399153743727051,B0.0780189452385499,IT - Italy,2015-03-19,M,1973-09-01,N
609,Sek 0.747706525640194,W0.775201627445077,GER - Germany,2015-05-25,,1989-10-12,N
610,Wong0.810790234168482,PY0.537987673201859,FR - France,2015-05-25,M,1970-10-18,Y
611,Y0.33180715615544,Ch0.546519502591008,FR - France,2016-09-13,,1977-12-06,Y
612,Ridh0.6269774796358,Zuk0.439693338061207,FR - France,2016-09-13,,2007-12-02,N
613,Tony0.845999884966401,Elie0.853448206514354,UK - United Kingdom,2015-05-25,F,2006-02-10,N
614,T0.719698280872926,Teo0.0328212099785498,FR - France,2016-09-13,,1986-02-15,Y
615,Sk0.423271313982393,W0.775201627445077,FR - France,2016-09-13,,2001-12-05,N
616,S0.829101899015831,So0.471333756298378,FR - France,2016-09-13,,1987-05-04,N
617,R0.568855739646544,Omar0.190839224202839,FR - France,2016-09-13,,1968-09-16,N
618,Sia K0.502973180532472,Luw0.352666533401202,FR - France,2016-09-13,,2008-01-18,N
619,Shi0.663809894233149,Che0.945265520281082,FR - France,2016-09-13,F,1981-01-17,N
620,Wa0.165175055114154,Mak0.718213304677904,FR - France,2016-09-13,F,2005-02-01,N
621,Zee C0.615870836816492,Y0.88369497014745,FR - France,2016-09-13,F,1991-05-23,Y
622,Ye0.638110229754228,Ka0.411880781632681,FR - France,2016-09-13,F,1985-05-13,Y
623,Suyee0.0245839573656246,Loo0.885239420130802,FR - France,2016-09-13,,1988-08-23,Y
624,S0.299986598047902,W0.775201627445077,FR - France,2016-09-13,F,2001-11-14,N
625,Yo0.956684467063237,Chan0.727240905288105,FR - France,2016-09-13,M,1982-01-17,N
626,San0.504182664550252,Aah0.0164105690242686,FR - France,2016-09-13,,1993-03-03,N
627,Willi0.399836191979482,Tan0.662463855720801,FR - France,2016-09-13,F,1972-09-06,N
628,Rus0.984259414101269,Nord0.496729514069811,FR - France,2016-09-13,,2003-06-17,N
629,S0.388701355058947,Tan0.662463855720801,FR - France,2016-09-13,,2008-08-02,Y
630,Yee0.32846143374155,Chu0.306978358145085,FR - France,2016-09-13,M,2002-08-11,N
631,T0.911120909121872,P0.589592549186228,FR - France,2016-09-13,M,2002-08-23,N
632,Ste0.833049318407553,Ong0.332374624629349,FR - France,2016-09-13,F,1981-12-06,N
633,Se0.706723423474949,Ma0.989977225239804,FR - France,2016-09-13,F,1967-09-22,Y
634,Say 0.850526343302479,Kon0.483043243017932,FR - France,2016-09-13,,1984-11-06,Y
635,Ye0.0719936993534821,Ng0.753960335680345,FR - France,2016-09-13,M,1965-07-18,N
636,Suzan0.0948600237147139,Tan0.662463855720801,FR - France,2016-09-13,F,1976-04-07,Y
637,Si0.619052166382729,Chan0.727240905288105,FR - France,2016-09-13,,1970-10-13,N
638,Willi0.399836191979482,W0.775201627445077,FR - France,2016-09-13,M,1965-05-23,Y
639,Wal0.591188453742036,Bora0.23758795452242,FR - France,2016-09-13,F,1975-01-28,N
640,Ste0.496218782584871,S0.693832999672615,FR - France,2016-09-13,,1973-08-07,Y
641,Y0.815241472294314,Za0.46997212136532,FR - France,2016-09-13,M,1985-12-18,Y
642,Sharm0.5698735876629,P0.672986454272393,FR - France,2016-09-13,F,1998-10-19,Y
643,Yan L0.599435007891995,Tong0.955895961844026,FR - France,2016-09-13,M,1979-09-25,Y
644,Stev0.559501218515968,Kucia0.257765437947009,FR - France,2015-05-25,,1983-05-15,Y
645,Willi0.399836191979482,Lim0.185633050851678,GER - Germany,2016-09-15,F,1993-08-25,Y
646,Se0.925646926606813,F0.609921451075311,GER - Germany,2016-09-15,,1987-11-25,N
647,Sam0.472911062541692,Yi0.938596136718399,GER - Germany,2015-05-25,F,1973-10-08,N
648,Sw0.149680173316465,Tan0.662463855720801,GER - Germany,2016-09-15,M,1986-08-20,Y
649,Sin S0.735488118279299,Tong0.955895961844026,GER - Germany,2016-09-15,,1999-12-10,Y
650,S0.388701355058947,S0.693832999672615,GER - Germany,2016-09-15,,1995-11-11,Y
651,Tony0.845999884966401,Ang0.128149197304773,GER - Germany,2016-09-15,,1993-04-19,N
652,Siah0.744165831794934,x0.868064831622167,GER - Germany,2016-09-15,M,2006-05-26,Y
653,Willi0.399836191979482,Li0.564899858421366,GER - Germany,2016-09-15,M,2002-11-23,Y
654,Wong0.810790234168482,S0.778561743794072,GER - Germany,2016-09-15,M,1995-12-17,Y
655,S0.137003895035928,T0.00691823414828741,GER - Germany,2016-09-15,F,2010-12-01,Y
656,W0.335386022063651,Teo0.0328212099785498,GER - Germany,2016-09-15,M,1968-09-14,Y
657,Sunny0.250736635890978,Teo0.0328212099785498,GER - Germany,2016-09-15,M,2008-04-25,N
658,Tats0.114083221710401,Y0.823699152687546,GER - Germany,2016-09-15,F,1974-07-28,Y
659,Ste0.496218782584871,Sng0.214805540513279,GER - Germany,2016-09-15,,2007-08-06,Y
660,Vince0.78241795130866,Goh0.375737577987716,GER - Germany,2016-09-15,,1980-01-23,Y
661,SH0.524034562943823,Tan0.662463855720801,GER - Germany,2016-09-15,,1990-10-20,Y
662,Vi0.389419310612767,K0.775057321737499,GER - Germany,2015-05-25,F,1968-08-11,Y
663,Z0.844830512913101,Lim0.185633050851678,GER - Germany,2016-09-15,,1984-01-14,Y
664,Tho0.385232122185646,Tan0.662463855720801,GER - Germany,2016-09-15,M,2001-12-22,Y
665,Ste0.496218782584871,Y0.370503774161767,GER - Germany,2016-09-15,,1988-03-04,N
666,Tony0.845999884966401,Yeo0.611885815700127,GER - Germany,2016-09-15,F,1976-07-14,Y
667,Wis0.208021508573806,Kusu0.422895228552842,UK - United Kingdom,2015-05-25,,1999-07-11,N
668,Swee0.928948593559381,Lok0.566905780078188,GER - Germany,2016-09-15,M,1971-03-03,N
669,W0.326352543542226,Yeon0.83253194922784,GER - Germany,2016-09-15,F,1991-07-25,Y
670,Vince0.78241795130866,C0.95403828295061,GER - Germany,2016-09-15,F,1966-08-13,Y
671,Ste0.496218782584871,Foo0.430048689006171,GER - Germany,2016-09-15,,1995-11-13,N
672,Tio0.914017572562866,x0.868064831622167,GER - Germany,2016-09-15,M,1998-06-29,N
673,Sunny0.250736635890978,Li0.564899858421366,GER - Germany,2016-09-15,F,2003-07-03,N
674,Vince0.78241795130866,Kwek0.167863550384668,GER - Germany,2016-09-15,M,1978-07-26,N
675,V0.296680287495188,Loo 0.198565320815533,GER - Germany,2016-09-15,M,1986-09-23,N
676,Ter0.820045859299096,Low0.870500054610635,GER - Germany,2016-09-05,,2006-08-23,Y
677,Seow 0.900891508713899,Kwek0.167863550384668,GER - Germany,2016-09-05,,1981-11-05,N
678,T T0.687713156004184,Tan0.662463855720801,GER - Germany,2016-09-05,,1974-10-29,Y
679,T0.175792641727565,Ai0.531010787714172,GER - Germany,2016-09-05,,1967-09-28,N
680,Y0.0368478146095689,Ng0.753960335680345,FR - France,2015-05-25,F,1968-02-18,Y
681,Yap0.735707148502177,Chee0.376245546231644,GER - Germany,2016-09-05,M,1998-04-23,N
682,Ter0.820045859299096,Soh0.913692654845785,GER - Germany,2016-09-05,F,1989-03-23,N
683,Tec0.23848746802501,T0.599869760043873,GER - Germany,2016-09-05,M,1999-08-17,Y
684,Su0.402658697212855,Karda0.975893756352891,GER - Germany,2016-09-05,M,2003-07-28,Y
685,T0.559897811041168,Kean0.00973782489282149,GER - Germany,2016-09-05,M,2004-08-01,Y
686,V0.795155295527023,Yan0.118798961039949,GER - Germany,2016-09-05,M,1998-12-02,N
687,Una0.0704256628000707,H0.18251437449923,GER - Germany,2016-09-05,M,2009-11-05,Y
688,Yuel0.134810370321864,Lin0.273677572084062,GER - Germany,2015-05-25,,1975-05-16,Y
689,Tan0.101630123254081,Helen0.0595379819660006,GER - Germany,2016-09-05,F,1989-09-06,Y
690,Up0.428989966363647,Ch0.500289209543242,GER - Germany,2015-05-25,,1975-12-24,N
691,Tee0.729810836044895,Teo0.0328212099785498,GER - Germany,2016-09-05,M,1977-02-14,N
692,Trac0.74617035829569,Ang0.128149197304773,GER - Germany,2015-05-25,M,2000-12-27,Y
693,S0.388701355058947,Ch0.087066098740417,GER - Germany,2015-05-25,,1966-04-06,Y
694,Yoke0.964923930330996,L0.289615493217618,GER - Germany,2016-09-05,,2001-05-04,N
695,Si0.318078968546007,Ha0.588416088899314,GER - Germany,2016-09-05,M,1978-05-23,N
696,W0.540834107213355,W0.775201627445077,GER - Germany,2016-09-05,,1996-03-11,Y
697,Tom0.563614288093019,Chan0.727240905288105,GER - Germany,2016-09-05,M,1996-10-12,Y
698,S0.171112397977136,Lim0.185633050851678,GER - Germany,2016-09-05,M,1980-10-07,Y
699,S0.171112397977136,Lim0.185633050851678,GER - Germany,2016-09-05,F,1992-04-19,Y
700,Wee0.156080776136183,Ngo0.179949923790406,GER - Germany,2016-09-05,,1983-06-07,Y
701,Wee 0.065359933162622,Ngo0.179949923790406,GER - Germany,2016-09-05,M,2006-06-13,Y
702,Yee0.545089540462546,S0.656943066923471,GER - Germany,2016-09-05,,2010-02-02,Y
703,Yon0.565454599863698,Seow0.140970074691221,GER - Germany,2016-09-05,,1991-10-27,N
704,Ste0.496218782584871,Loc0.327988971912919,GER - Germany,2016-09-05,M,2008-12-25,Y
705,Yong 0.818871211952462,Seow0.140970074691221,GER - Germany,2016-09-05,F,1996-01-11,N
706,Y0.190402853759622,S0.253543080383404,GER - Germany,2016-09-05,,2005-05-22,N
707,Tai F0.55869067560943,Chen0.632615248572152,GER - Germany,2016-09-05,,1993-06-28,N
708,S0.966742265953798,Goh0.375737577987716,GER - Germany,2016-09-05,F,1979-05-28,Y
709,Wee H0.0431567041427334,Tan0.662463855720801,GER - Germany,2016-09-05,M,1980-01-21,Y
710,Y0.990045400188007,Ra0.684589818739795,GER - Germany,2016-09-05,F,2005-10-24,N
711,Theng0.564156703929564,Q0.0769711049060214,GER - Germany,2016-09-05,,1979-02-15,Y
712,Wo0.84952164078567,Ked0.924488361508924,GER - Germany,2016-09-05,F,1991-06-15,N
713,S0.997022301849053,Lim0.185633050851678,GER - Germany,2016-09-05,F,1967-03-13,N
714,Wilso0.325237205926764,Ng0.753960335680345,GER - Germany,2016-09-05,M,1985-08-26,N
715,Tay0.665804373931072,D0.606571767312697,GER - Germany,2016-09-05,,1972-02-06,N
716,Yew0.250320656872678,Lin0.518924606167321,GER - Germany,2016-09-05,M,1985-02-19,N
717,Yew0.250320656872678,Ho0.155069667475947,GER - Germany,2016-09-05,M,1970-03-09,N
718,W0.514984465095504,Kwek0.167863550384668,GER - Germany,2016-09-05,M,1971-09-12,N
719,Wai-H0.0668283607740884,Yee0.00636289427216497,GER - Germany,2016-09-05,F,1965-08-14,Y
720,Wilfr0.819812994698298,Tiron0.702516186841342,GER - Germany,2016-09-05,,1999-04-28,Y
721,Wee k0.180945069173887,L0.104646531512644,GER - Germany,2016-09-05,M,1976-08-03,Y
722,There0.261416426223307,Tan0.662463855720801,GER - Germany,2016-09-05,M,1965-07-17,N
723,Tony0.845999884966401,Lin0.273677572084062,GER - Germany,2016-09-05,F,1968-07-15,Y
724,W0.194450257178863,Y0.185467074447232,GER - Germany,2016-09-05,,2008-01-09,Y
725,W0.726490821196358,C0.294395678101911,GER - Germany,2016-09-05,,2008-06-10,Y
726,Yun J0.396299416352887,H0.421606408729142,GER - Germany,2016-09-05,M,2008-05-10,Y
727,Tan H0.619938794946122,Kah0.50827796256926,GER - Germany,2016-09-05,F,1991-05-28,Y
728,Sze 0.330830024542068,Chan0.727240905288105,GER - Germany,2016-09-05,,1971-01-07,Y
729,Wee W0.519918457385216,Chong0.0270662213414498,GER - Germany,2016-09-05,,1981-09-15,N
730,Yok S0.970869954538295,Li0.277356399048623,GER - Germany,2016-09-05,F,1999-05-21,Y
731,There0.261416426223307,K0.775057321737499,GER - Germany,2016-09-05,,1999-03-06,Y
732,Tom0.563614288093019,P0.785991851103322,GER - Germany,2016-09-05,,1986-10-02,N
733,Thy0.81619448735831,C0.95403828295061,GER - Germany,2016-09-05,,1982-06-29,N
734,Willi0.399836191979482,Chong0.0270662213414498,GER - Germany,2016-09-05,,1997-04-17,Y
735,Tec0.250621358393172,Y0.88369497014745,GER - Germany,2016-09-05,F,1986-08-24,N
736,Tetsu0.447822562587259,Takah0.260831270717326,GER - Germany,2016-09-05,F,1979-10-10,Y
737,Tony0.845999884966401,L0.104646531512644,GER - Germany,2016-09-05,F,1995-11-18,Y
738,Yew0.271074102008728,Lin0.273677572084062,GER - Germany,2016-09-05,F,1966-12-10,Y
739,Y 0.372336719198411,Pe0.318155379939641,GER - Germany,2016-09-05,,1992-10-29,Y
740,W0.206851309352797,Tan0.662463855720801,GER - Germany,2016-09-05,,1998-02-15,Y
741,Vince0.78241795130866,Ong0.332374624629349,GER - Germany,2016-09-05,M,1983-12-04,N
742,Vince0.78241795130866,Lim0.185633050851678,GER - Germany,2016-09-05,F,1998-06-12,Y
743,Yu0.504450706950172,Q0.484946567694281,GER - Germany,2016-09-05,,2007-07-23,Y
744,Tion0.0997860177053835,So0.471333756298378,GER - Germany,2016-09-05,M,1970-01-19,N
745,T0.0210847457286226,Lim0.185633050851678,GER - Germany,2016-09-05,M,1983-12-11,N
746,Tom0.563614288093019,L0.104646531512644,GER - Germany,2016-09-05,F,1974-09-26,Y
747,Yon0.995325642844765,K0.249247385498351,GER - Germany,2016-09-05,M,2009-02-20,N
748,Vim0.196442412852577,Sreen0.667496045487611,GER - Germany,2016-09-05,F,1966-09-24,Y
749,Wi0.410749035640529,Lim0.185633050851678,GER - Germany,2016-09-05,M,2001-08-16,Y
750,Yew0.250320656872678,F0.0709113848720752,GER - Germany,2016-09-05,F,1971-01-13,Y
751,V0.296680287495188,Pan0.346033355426464,GER - Germany,2016-09-05,,1982-06-19,Y
752,Wilso0.325237205926764,K0.249247385498351,GER - Germany,2016-09-05,F,1997-11-14,N
753,Wi Li0.94046792206097,Chng0.0927496047935558,GER - Germany,2016-09-05,M,1999-12-10,Y
754,Yoo0.202121132538464,Goh0.375737577987716,GER - Germany,2016-09-05,M,2006-05-22,Y
755,Wee K0.723843648615867,Ang0.128149197304773,GER - Germany,2016-09-05,M,2002-02-17,Y
756,Wu0.0113344610441295,Ang0.128149197304773,GER - Germany,2016-09-05,M,1985-03-25,N
757,Yvon0.123331623956968,Cheah0.068060632270693,GER - Germany,2016-09-05,F,1998-10-03,Y
758,Y0.044525328124793,Ad0.0973592950295998,UK - United Kingdom,2015-05-25,F,1965-11-01,N
759,Yoo0.202121132538464,Goh0.375737577987716,GER - Germany,2016-09-05,,1984-07-25,N
760,We0.401622991634416,Fo0.730822068803465,GER - Germany,2016-09-05,,1972-06-09,N
761,Yan0.101931673023518,Chu0.306978358145085,GER - Germany,2016-09-05,,1977-11-11,N
762,Zam0.813904666031585,Junic0.545285600996212,GER - Germany,2016-09-05,M,2010-08-23,N
763,Yu0.303180134749509,S0.756980561256767,GER - Germany,2015-05-25,,2007-02-04,N
764,Yuni0.412862497006326,C0.00700087328826338,UK - United Kingdom,2015-05-25,M,1995-04-02,Y
765,Ya0.945566148422846,Lo0.214781069325519,GER - Germany,2016-09-05,F,1989-10-25,N
766,Yoo0.331072249620266,Low0.870500054610635,GER - Germany,2016-09-05,,1965-07-25,Y
767,Za0.957577858135873,Thoma0.729674423009536,GER - Germany,2016-09-05,M,1980-11-07,Y
768,Y0.286774649994125,Aung0.752567424443609,GER - Germany,2016-09-05,M,1980-09-17,Y
769,Yu0.868816854574661,Tuck0.670377392941702,GER - Germany,2016-09-05,M,1990-05-23,Y
